立案時間,派工項目,案件地址,經緯度,longitude,latitude
2016-01-11 21:27,路燈故障或設施損壞,文山區木柵路一段,"(24.9874091, 121.5498789)",24.9874091, 121.5498789
2016-01-11 21:27,路燈故障或設施損壞,內湖區,"(25.0689422, 121.5909027)",25.0689422, 121.5909027
2016-01-11 21:30,路燈故障或設施損壞,內湖區成功路二段250巷23弄,"(25.066611, 121.5897293)",25.066611, 121.5897293
2016-01-11 21:36,路燈故障或設施損壞,松山區富錦街,"(25.060629, 121.5591084)",25.060629, 121.5591084
2016-01-11 22:10,交通號誌異常,信義區,"(25.0287024, 121.5769572)",25.0287024, 121.5769572
2016-01-11 22:25,路燈故障或設施損壞,松山區復興北路,"(25.0570525, 121.5442302)",25.0570525, 121.5442302
2016-01-11 22:32,交通號誌異常,士林區,"(25.0950492, 121.5246077)",25.0950492, 121.5246077
2016-01-11 22:36,路燈故障或設施損壞,松山區,"(25.0541591, 121.5638621)",25.0541591, 121.5638621
2016-01-11 22:46,路燈故障或設施損壞,松山區富錦街,"(25.060629, 121.5591084)",25.060629, 121.5591084
2016-01-11 23:13,交通號誌異常,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2016-01-11 23:25,路燈故障或設施損壞,萬華區,"(25.0262857, 121.4970294)",25.0262857, 121.4970294
2016-01-11 23:26,交通號誌異常,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2016-01-11 23:47,路燈故障或設施損壞,松山區八德路三段74巷,"(25.0461713, 121.5524841)",25.0461713, 121.5524841
2016-01-11 23:54,道路散落物,大安區和平東路一段,"(25.0266163, 121.5287716)",25.0266163, 121.5287716
2016-01-12 00:25,道路油漬,北投區,"(25.1151759, 121.515018)",25.1151759, 121.515018
2016-01-12 01:07,道路油漬,文山區,"(24.9929212, 121.57125)",24.9929212, 121.57125
2016-01-12 01:14,鄰里無主垃圾清運,大安區龍泉街,"(25.0235291, 121.5293595)",25.0235291, 121.5293595
2016-01-12 01:13,路燈故障或設施損壞,萬華區武昌街二段,"(25.0449395, 121.5059642)",25.0449395, 121.5059642
2016-01-12 03:16,道路散落物,中山區松江路,"(25.0584215, 121.5332498)",25.0584215, 121.5332498
2016-01-12 03:39,鄰里無主垃圾清運,中山區北安路,"(25.0796593, 121.5428669)",25.0796593, 121.5428669
2016-01-12 04:06,道路散落物,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2016-01-12 04:22,鄰里無主垃圾清運,中山區吉林路,"(25.0581536, 121.5302038)",25.0581536, 121.5302038
2016-01-12 06:05,道路散落物,中正區愛國東路,"(25.0324699, 121.5223954)",25.0324699, 121.5223954
2016-01-12 08:01,道路散落物,萬華區西藏路,"(25.0293709, 121.4988057)",25.0293709, 121.4988057
2016-01-12 08:15,交通號誌異常,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2016-01-12 08:16,交通號誌異常,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2016-01-12 08:41,鄰里無主垃圾清運,大安區和平東路三段308巷,"(25.0195575, 121.5555032)",25.0195575, 121.5555032
2016-01-12 08:45,鄰里無主垃圾清運,大安區浦城街,"(25.0235742, 121.5268325)",25.0235742, 121.5268325
2016-01-12 08:53,鄰里無主垃圾清運,大同區昌吉街,"(25.0659352, 121.513585)",25.0659352, 121.513585
2016-01-12 08:54,路樹處理,大安區臥龍街58巷,"(25.0219372, 121.5473864)",25.0219372, 121.5473864
2016-01-12 09:00,交通號誌異常,士林區文林路714巷,"(25.102338, 121.5208306)",25.102338, 121.5208306
2016-01-12 09:07,鄰里無主垃圾清運,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2016-01-12 09:10,鄰里無主垃圾清運,中山區新生北路三段,"(25.0666887, 121.5276528)",25.0666887, 121.5276528
2016-01-12 09:24,路燈故障或設施損壞,松山區撫遠街,"(25.0644609, 121.5657902)",25.0644609, 121.5657902
2016-01-12 09:36,交通號誌異常,松山區,"(25.0541591, 121.5638621)",25.0541591, 121.5638621
2016-01-12 09:43,鄰里無主垃圾清運,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2016-01-12 09:50,鄰里無主垃圾清運,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2016-01-12 09:52,交通號誌異常,士林區文林路,"(25.0950624, 121.5246169)",25.0950624, 121.5246169
2016-01-12 09:52,交通號誌異常,信義區,"(25.0287024, 121.5769572)",25.0287024, 121.5769572
2016-01-12 10:59,路燈故障或設施損壞,中山區復興北路,"(25.0570525, 121.5442302)",25.0570525, 121.5442302
2016-01-12 11:10,路燈故障或設施損壞,中山區復興北路,"(25.0570525, 121.5442302)",25.0570525, 121.5442302
2016-01-12 11:17,道路散落物,內湖區安康路,"(25.0639603, 121.6040118)",25.0639603, 121.6040118
2016-01-12 11:22,鄰里無主垃圾清運,北投區尊賢街218巷23弄,"(25.1159816, 121.5086829)",25.1159816, 121.5086829
2016-01-12 11:22,鄰里無主垃圾清運,內湖區康寧路一段,"(25.0786177, 121.5953385)",25.0786177, 121.5953385
2016-01-12 11:23,路燈故障或設施損壞,松山區復興北路,"(25.0570525, 121.5442302)",25.0570525, 121.5442302
2016-01-12 11:49,路燈故障或設施損壞,松山區復興北路,"(25.0570525, 121.5442302)",25.0570525, 121.5442302
2016-01-12 12:16,道路散落物,信義區吳興街284巷,"(25.0242832, 121.563609)",25.0242832, 121.563609
2016-01-12 12:24,交通號誌異常,中山區敬業四路,"(25.0826219, 121.5585279)",25.0826219, 121.5585279
2016-01-12 12:24,路燈故障或設施損壞,萬華區中華路一段18巷9弄,"(25.0475901, 121.5086423)",25.0475901, 121.5086423
2016-01-12 12:41,鄰里無主垃圾清運,中山區復興北路,"(25.0570525, 121.5442302)",25.0570525, 121.5442302
2016-01-12 12:44,人孔蓋破損處理,文山區木柵路四段149巷,"(24.9999227, 121.5744213)",24.9999227, 121.5744213
2016-01-12 12:54,道路散落物,北投區大度路,"(25.1216004, 121.4929283)",25.1216004, 121.4929283
2016-01-12 13:34,雨水下水道側溝清淤,萬華區貴陽街二段8巷,"(25.0393207, 121.5066817)",25.0393207, 121.5066817
2016-01-12 13:35,路燈故障或設施損壞,南港區中坡北路40巷,"(25.0461362, 121.5807272)",25.0461362, 121.5807272
2016-01-12 13:37,鄰里無主垃圾清運,松山區復興南路一段,"(25.0456173, 121.5437825)",25.0456173, 121.5437825
2016-01-12 14:02,交通號誌異常,中正區羅斯福路三段,"(25.0203177, 121.5285068)",25.0203177, 121.5285068
2016-01-12 14:25,鄰里無主垃圾清運,信義區永吉路120巷80弄,"(25.042726, 121.568733)",25.042726, 121.568733
2016-01-12 14:30,鄰里無主垃圾清運,內湖區瑞光路,"(25.0760766, 121.5754364)",25.0760766, 121.5754364
2016-01-12 14:53,交通號誌異常,松山區,"(25.0541591, 121.5638621)",25.0541591, 121.5638621
2016-01-12 14:58,交通號誌異常,松山區,"(25.0541591, 121.5638621)",25.0541591, 121.5638621
2016-01-12 15:15,交通號誌異常,內湖區內湖路一段339巷,"(25.0828532, 121.5687944)",25.0828532, 121.5687944
2016-01-12 15:26,路燈故障或設施損壞,大安區光復南路,"(25.0376615, 121.5576365)",25.0376615, 121.5576365
2016-01-12 16:18,雨水下水道側溝清淤,萬華區西園路二段372巷3弄,"(25.0256905, 121.4910758)",25.0256905, 121.4910758
2016-01-12 16:17,雨水下水道側溝清淤,大安區仁愛路三段24巷,"(25.0357486, 121.5359498)",25.0357486, 121.5359498
2016-01-12 16:27,道路散落物,北投區大度路,"(25.1216004, 121.4929283)",25.1216004, 121.4929283
2016-01-12 17:18,路樹處理,北投區中央北路三段40巷38弄,"(25.1400382, 121.4851191)",25.1400382, 121.4851191
2016-01-12 17:45,路燈故障或設施損壞,信義區松平路,"(25.0304439, 121.5664587)",25.0304439, 121.5664587
2016-01-12 17:45,路燈故障或設施損壞,信義區松勤街,"(25.0319974, 121.5646023)",25.0319974, 121.5646023
2016-01-12 17:46,路燈故障或設施損壞,信義區松勤街140巷,"(25.0308473, 121.5691143)",25.0308473, 121.5691143
2016-01-12 17:47,路燈故障或設施損壞,信義區松平路,"(25.0304439, 121.5664587)",25.0304439, 121.5664587
2015-11-01 00:21,道路散落物,大同區,"(25.0627243, 121.5113064)",25.0627243, 121.5113064
2015-11-01 00:44,道路油漬,北投區,"(25.1151759, 121.515018)",25.1151759, 121.515018
2015-11-01 00:46,路燈故障或設施損壞,大安區延吉街,"(25.0394105, 121.5550108)",25.0394105, 121.5550108
2015-11-01 01:12,道路散落物,中山區長安東路二段,"(25.0484244, 121.5375514)",25.0484244, 121.5375514
2015-11-01 02:40,道路散落物,大同區環河北路,"(25.0645665, 121.5086831)",25.0645665, 121.5086831
2015-11-01 04:53,道路散落物,文山區街,"(25.002263, 121.568186)",25.002263, 121.568186
2015-11-01 05:25,道路散落物,松山區,"(25.0541591, 121.5638621)",25.0541591, 121.5638621
2015-11-01 05:34,道路散落物,中山區民生東路三段,"(25.0578656, 121.543053)",25.0578656, 121.543053
2015-11-01 07:21,交通號誌異常,大安區愛國東路,"(25.0319462, 121.5252301)",25.0319462, 121.5252301
2015-11-01 08:31,交通號誌異常,信義區,"(25.0287024, 121.5769572)",25.0287024, 121.5769572
2015-11-01 09:08,鄰里無主垃圾清運,士林區忠義街91巷,"(25.1062275, 121.5328767)",25.1062275, 121.5328767
2015-11-01 09:12,路燈故障或設施損壞,大同區酒泉街,"(25.0720142, 121.5143138)",25.0720142, 121.5143138
2015-11-01 09:40,超過8公尺市區道路坑洞處理,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2015-11-01 10:06,鄰里無主垃圾清運,中正區三元街80巷,"(25.0286704, 121.5095714)",25.0286704, 121.5095714
2015-11-01 10:15,交通標誌損壞、傾斜,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2015-11-01 10:26,道路油漬,南港區經貿二路105巷,"(25.0582316, 121.618238)",25.0582316, 121.618238
2015-11-01 11:27,交通號誌異常,北投區東華街二段300巷,"(25.1218931, 121.5058202)",25.1218931, 121.5058202
2015-11-01 11:37,鄰里無主垃圾清運,大安區新生南路二段,"(25.0298357, 121.5339098)",25.0298357, 121.5339098
2015-11-01 11:44,鄰里無主垃圾清運,大安區延吉街,"(25.0394105, 121.5550108)",25.0394105, 121.5550108
2015-11-01 11:54,道路散落物,中山區民權西路,"(25.0627852, 121.520412)",25.0627852, 121.520412
2015-11-01 12:07,道路散落物,中山區民權東路二段,"(25.0624759, 121.5322447)",25.0624759, 121.5322447
2015-11-01 12:11,道路散落物,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2015-11-01 12:29,道路散落物,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2015-11-01 12:52,雨水下水道側溝清淤,中正區八德路一段,"(25.0438455, 121.5307013)",25.0438455, 121.5307013
2015-11-01 12:55,交通號誌異常,大同區華亭街,"(25.0529372, 121.5131919)",25.0529372, 121.5131919
2015-11-01 12:57,交通號誌異常,內湖區文德路208巷,"(25.0771227, 121.5836082)",25.0771227, 121.5836082
2015-11-01 12:58,鄰里無主垃圾清運,士林區至善路一段,"(25.0974932, 121.5399108)",25.0974932, 121.5399108
2015-11-01 13:53,道路散落物,中山區長春路,"(25.0547633, 121.5362581)",25.0547633, 121.5362581
2015-11-01 14:16,雨水下水道側溝清淤,北投區石牌路一段,"(25.1140183, 121.5122131)",25.1140183, 121.5122131
2015-11-01 14:17,交通號誌異常,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2015-11-01 14:30,交通號誌異常,北投區,"(25.1151759, 121.515018)",25.1151759, 121.515018
2015-11-01 15:18,交通號誌異常,北投區新民路,"(25.140004, 121.5102323)",25.140004, 121.5102323
2015-11-02 08:15,交通號誌異常,北投區,"(25.1151759, 121.515018)",25.1151759, 121.515018
2015-11-01 17:26,路燈故障或設施損壞,南港區向陽路,"(25.0545379, 121.5941467)",25.0545379, 121.5941467
2015-11-01 17:37,路燈故障或設施損壞,中正區林森南路,"(25.0384633, 121.5214438)",25.0384633, 121.5214438
2015-11-01 17:39,路燈故障或設施損壞,中山區松江路路,"(25.0584215, 121.5332498)",25.0584215, 121.5332498
2015-11-01 17:43,路燈故障或設施損壞,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2015-11-01 17:43,鄰里無主垃圾清運,萬華區康定路25巷35弄,"(25.0439436, 121.5041747)",25.0439436, 121.5041747
2015-11-01 17:45,路燈故障或設施損壞,中正區北平東路,"(25.0461992, 121.5244708)",25.0461992, 121.5244708
2015-11-01 17:50,路燈故障或設施損壞,中正區濟南路一段,"(25.0424772, 121.5226642)",25.0424772, 121.5226642
2015-11-01 17:49,路燈故障或設施損壞,南港區向陽路,"(25.0545379, 121.5941467)",25.0545379, 121.5941467
2015-11-01 17:51,路燈故障或設施損壞,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2015-11-01 17:54,路燈故障或設施損壞,士林區永公路,"(25.123166, 121.5590561)",25.123166, 121.5590561
2015-11-01 18:00,路燈故障或設施損壞,內湖區,"(25.0689422, 121.5909027)",25.0689422, 121.5909027
2015-11-01 18:12,路燈故障或設施損壞,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2015-11-01 18:16,路燈故障或設施損壞,內湖區,"(25.0689422, 121.5909027)",25.0689422, 121.5909027
2015-11-01 18:26,路燈故障或設施損壞,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2015-11-01 18:32,路燈故障或設施損壞,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2015-11-01 19:08,路燈故障或設施損壞,文山區忠順街一段121巷,"(24.9847315, 121.5599401)",24.9847315, 121.5599401
2015-11-01 19:29,路燈故障或設施損壞,士林區,"(25.0950492, 121.5246077)",25.0950492, 121.5246077
2015-11-01 19:39,鄰里無主垃圾清運,信義區福德街268巷26弄,"(25.0400042, 121.586814)",25.0400042, 121.586814
2015-11-01 19:40,路燈故障或設施損壞,南港區南港路三段80巷,"(25.0546399, 121.5907467)",25.0546399, 121.5907467
2015-11-01 19:42,路燈故障或設施損壞,文山區興隆路二段203巷,"(25.002115, 121.5481007)",25.002115, 121.5481007
2015-11-01 20:42,路燈故障或設施損壞,信義區松山路,"(25.0365045, 121.5814554)",25.0365045, 121.5814554
2015-11-01 20:44,路燈故障或設施損壞,內湖區成功路四段41巷,"(25.0809565, 121.5921282)",25.0809565, 121.5921282
2015-11-01 21:20,路燈故障或設施損壞,中山區林森北路,"(25.0566487, 121.5254942)",25.0566487, 121.5254942
2015-11-01 21:42,路燈故障或設施損壞,中山區民生西路,"(25.0576493, 121.5205257)",25.0576493, 121.5205257
2015-11-01 22:15,鄰里無主垃圾清運,松山區民生東路四段80巷6弄,"(25.0567863, 121.5525044)",25.0567863, 121.5525044
2015-11-01 22:22,路燈故障或設施損壞,內湖區成功路四段41巷7弄,"(25.0808139, 121.5923227)",25.0808139, 121.5923227
2015-11-01 22:27,路燈故障或設施損壞,內湖區文湖街,"(25.0866976, 121.5628199)",25.0866976, 121.5628199
2015-11-02 01:13,道路散落物,中山區中山北路二段,"(25.0581409, 121.5227519)",25.0581409, 121.5227519
2015-11-02 07:16,道路油漬,內湖區潭美街,"(25.0600641, 121.5917128)",25.0600641, 121.5917128
2015-11-02 07:55,路樹處理,士林區基河路,"(25.0913402, 121.5215319)",25.0913402, 121.5215319
2015-11-02 07:57,鄰里無主垃圾清運,大同區華陰街,"(25.0497692, 121.5174814)",25.0497692, 121.5174814
2015-11-02 08:22,交通號誌異常,南港區,"(25.0312347, 121.6111949)",25.0312347, 121.6111949
2015-11-02 08:25,路燈故障或設施損壞,南港區舊莊街二段,"(25.0294058, 121.6447281)",25.0294058, 121.6447281
2015-11-02 08:34,路燈故障或設施損壞,士林區建業路68巷,"(25.1370345, 121.5505612)",25.1370345, 121.5505612
2015-11-02 08:41,鄰里無主垃圾清運,中正區寧波西街,"(25.0295378, 121.5142129)",25.0295378, 121.5142129
2015-11-02 08:53,交通號誌異常,中山區松江路,"(25.0584215, 121.5332498)",25.0584215, 121.5332498
2015-11-02 08:55,鄰里無主垃圾清運,士林區天母東路50巷,"(25.1174883, 121.5334713)",25.1174883, 121.5334713
2015-11-02 09:00,交通號誌異常,南港區經貿二路,"(25.0576002, 121.6167358)",25.0576002, 121.6167358
2015-11-02 09:11,路燈故障或設施損壞,南港區舊莊街二段245巷,"(25.027962, 121.6578835)",25.027962, 121.6578835
2015-11-02 09:22,交通號誌異常,萬華區寶興街,"(25.0251828, 121.4947082)",25.0251828, 121.4947082
2015-11-02 09:32,路燈故障或設施損壞,中山區合江街55巷,"(25.0569268, 121.539155)",25.0569268, 121.539155
2015-11-02 09:33,路樹處理,士林區中山北路五段378巷,"(25.0899749, 121.5289566)",25.0899749, 121.5289566
2015-11-02 09:47,道路散落物,萬華區,"(25.0262857, 121.4970294)",25.0262857, 121.4970294
2015-11-02 10:03,交通號誌異常,南港區大坑街,"(25.0433398, 121.6190081)",25.0433398, 121.6190081
2015-11-02 10:00,道路散落物,中山區合江街,"(25.0583934, 121.5391967)",25.0583934, 121.5391967
2015-11-02 10:08,鄰里無主垃圾清運,內湖區星雲街,"(25.0794429, 121.5937232)",25.0794429, 121.5937232
2015-11-02 10:15,雨水下水道側溝清淤,中正區同安街48巷,"(25.0239632, 121.5213888)",25.0239632, 121.5213888
2015-11-02 10:20,交通號誌異常,士林區延平北路五段,"(25.0818081, 121.510456)",25.0818081, 121.510456
2015-11-02 10:22,超過8公尺市區道路坑洞處理,中山區伊通街,"(25.0514006, 121.534785)",25.0514006, 121.534785
2015-11-02 10:54,交通標誌損壞、傾斜,松山區民生東路二段,"(25.0579828, 121.5325939)",25.0579828, 121.5325939
2015-11-02 11:04,鄰里無主垃圾清運,北投區行義路31巷,"(25.1255436, 121.5266937)",25.1255436, 121.5266937
2015-11-02 11:06,交通號誌異常,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2015-11-02 11:08,交通號誌異常,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2015-11-02 12:17,雨水下水道側溝清淤,萬華區峨眉街125巷,"(25.0453137, 121.5025727)",25.0453137, 121.5025727
2015-11-02 12:25,路燈故障或設施損壞,信義區吳興街600巷98弄,"(25.0178906, 121.571246)",25.0178906, 121.571246
2015-11-02 12:33,道路油漬,大安區金山南路路二段,"(25.0302532, 121.5265607)",25.0302532, 121.5265607
