立案時間,派工項目,案件地址,經緯度,longitude,latitude
2018/4/7 09:26,交通號誌異常,士林區,"(25.0950492, 121.5246077)",25.0950492, 121.5246077
2018/4/7 10:10,交通號誌異常,士林區,"(25.0950492, 121.5246077)",25.0950492, 121.5246077
2018/4/7 11:47,路燈故障或設施損壞,大安區羅斯福路四段,"(25.0139736, 121.5349967)",25.0139736, 121.5349967
2018/4/7 12:55,鄰里無主垃圾清運,北投區承德路七段401巷,"(25.1167476, 121.4900344)",25.1167476, 121.4900344
2018/4/7 12:59,路樹處理,信義區福德街221巷,"(25.0347866, 121.5852619)",25.0347866, 121.5852619
2018/4/7 13:08,交通號誌異常,文山區興隆路三段,"(24.9953093, 121.5596782)",24.9953093, 121.5596782
2018/4/7 13:24,鄰里無主垃圾清運,松山區民生東路五段,"(25.0586687, 121.5623595)",25.0586687, 121.5623595
2018/4/7 13:51,鄰里無主垃圾清運,松山區,"(25.0541591, 121.5638621)",25.0541591, 121.5638621
2018/4/7 14:49,交通號誌電纜線垂落及設施損壞,南港區研究院路二段,"(25.0425396, 121.6168254)",25.0425396, 121.6168254
2018/4/7 15:12,路燈故障或設施損壞,南港區南港路二段,"(25.0536674, 121.5988884)",25.0536674, 121.5988884
2018/4/7 15:27,人孔蓋(含周邊)破損、遺失處?,南港區南港路三段,"(25.0529986, 121.5861396)",25.0529986, 121.5861396
2018/4/7 15:52,鄰里無主垃圾清運,中山區中山北路二段39巷,"(25.0539513, 121.5241555)",25.0539513, 121.5241555
2018/4/7 16:11,路樹處理,中山區新生北路二段,"(25.0572859, 121.5273081)",25.0572859, 121.5273081
2018/4/7 17:06,交通號誌電纜線垂落及設施損壞,北投區,"(25.1151759, 121.515018)",25.1151759, 121.515018
2018/4/7 17:33,交通標誌及設施物損壞(含汙損)、傾斜,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
,,,,,
,,,,,
,,,,,
2018/4/7 17:58,道路邊坡坍方,士林區台北市士林區中山北路四段6號,"(25.0777352, 121.5248819)",25.0777352, 121.5248819
2018/4/7 18:01,鄰里無主垃圾清運,中正區信義路二段,"(25.0339771, 121.5284899)",25.0339771, 121.5284899
2018/4/7 18:40,路燈故障或設施損壞,大安區瑞安街23巷21弄,"(25.0313399, 121.5450964)",25.0313399, 121.5450964
2018/4/7 18:38,路燈故障或設施損壞,大安區仁愛路四段94巷,"(25.0380096, 121.5497582)",25.0380096, 121.5497582
2018/4/7 18:45,路燈故障或設施損壞,中山區林森北路138巷,"(25.0515222, 121.5249839)",25.0515222, 121.5249839
2018/4/7 18:58,路燈故障或設施損壞,內湖區康樂街72巷17弄,"(25.0711131, 121.6172186)",25.0711131, 121.6172186
2018/4/7 19:24,路燈故障或設施損壞,大安區仁愛路四段71巷,"(25.0397469, 121.5471418)",25.0397469, 121.5471418
2018/4/7 19:30,交通號誌異常,內湖區康寧路三段,"(25.0671244, 121.6113254)",25.0671244, 121.6113254
2018/4/7 19:40,路燈故障或設施損壞,內湖區,"(25.0689422, 121.5909027)",25.0689422, 121.5909027
2018/4/7 19:54,路燈故障或設施損壞,南港區研究院路三段,"(25.0321734, 121.6111694)",25.0321734, 121.6111694
2018/4/7 20:12,路燈故障或設施損壞,文山區興隆路四段145巷83弄,"(24.9858652, 121.5639897)",24.9858652, 121.5639897
2018/4/7 20:44,交通號誌異常,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2018/4/7 20:54,路燈故障或設施損壞,中山區林森北路138巷,"(25.0515222, 121.5249839)",25.0515222, 121.5249839
2018/4/7 21:08,鄰里無主垃圾清運,士林區力行街,"(25.097231, 121.5479699)",25.097231, 121.5479699
2018/4/7 21:09,路燈故障或設施損壞,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2018/4/7 21:37,路燈故障或設施損壞,內湖區,"(25.0689422, 121.5909027)",25.0689422, 121.5909027
2018/4/7 22:30,路燈故障或設施損壞,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2018/4/8 06:03,鄰里無主垃圾清運,內湖區康樂街,"(25.0811994, 121.6241755)",25.0811994, 121.6241755
2018/4/8 07:56,交通號誌異常,文山區,"(24.9929212, 121.57125)",24.9929212, 121.57125
2018/4/8 08:03,鄰里無主垃圾清運,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2018/4/8 09:11,交通號誌異常,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2018/4/8 10:00,鄰里無主垃圾清運,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2018/4/8 10:03,交通號誌異常,內湖區文德路,"(25.07857, 121.5842069)",25.07857, 121.5842069
2018/4/8 10:10,交通號誌異常,內湖區文德路101巷,"(25.0791732, 121.5831926)",25.0791732, 121.5831926
2018/4/8 10:46,鄰里無主垃圾清運,士林區中山北路七段181巷,"(25.1246784, 121.5315966)",25.1246784, 121.5315966
2018/4/8 10:52,交通號誌異常,萬華區,"(25.0262857, 121.4970294)",25.0262857, 121.4970294
2018/4/8 11:05,交通號誌異常,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2018/4/8 11:12,交通號誌異常,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2018/4/8 11:16,交通號誌電纜線垂落及設施損壞,萬華區昆明街,"(25.0421876, 121.5046589)",25.0421876, 121.5046589
2018/4/8 11:55,交通號誌電纜線垂落及設施損壞,北投區陽明路一段,"(25.1489655, 121.5494017)",25.1489655, 121.5494017
2018/4/8 12:26,鄰里無主垃圾清運,文山區木柵路一段58巷,"(24.9862666, 121.5468931)",24.9862666, 121.5468931
2018/4/8 12:27,交通標誌及設施物損壞(含汙損)、傾斜,內湖區臺北市內湖區內湖路二段253巷1弄2號,"(25.0824172, 121.5897459)",25.0824172, 121.5897459
2018/4/8 12:45,交通標誌及設施物損壞(含汙損)、傾斜,北投區,"(25.1151759, 121.515018)",25.1151759, 121.515018
,,,,,
,,,,,
,,,,,
2018/4/8 12:47,鄰里無主垃圾清運,士林區延平北路五段231巷,"(25.0841585, 121.5091591)",25.0841585, 121.5091591
2018/4/8 12:55,交通號誌異常,北投區,"(25.1151759, 121.515018)",25.1151759, 121.515018
2018/4/8 13:39,路燈故障或設施損壞,中山區長安東路一段56巷,"(25.0479345, 121.5288573)",25.0479345, 121.5288573
2018/4/8 13:53,鄰里無主垃圾清運,萬華區柳州街,"(25.0382288, 121.5052594)",25.0382288, 121.5052594
2018/4/8 14:03,鄰里無主垃圾清運,士林區通河東街一段167巷2弄,"(25.087365, 121.5161978)",25.087365, 121.5161978
2018/4/8 14:16,鄰里無主垃圾清運,中正區汀州路一段306巷,"(25.0263589, 121.5117454)",25.0263589, 121.5117454
2018/4/8 14:18,交通標誌及設施物損壞(含汙損)、傾斜,士林區,"(25.0950492, 121.5246077)",25.0950492, 121.5246077
2018/4/8 14:25,交通號誌異常,內湖區康湖路,"(25.0780298, 121.6151128)",25.0780298, 121.6151128
2018/4/8 14:45,交通號誌異常,內湖區,"(25.0689422, 121.5909027)",25.0689422, 121.5909027
2018/4/8 14:48,人孔蓋(含周邊)破損、遺失處?,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2018/4/8 15:20,雨水下水道側溝清淤,萬華區萬大路,"(25.0239154, 121.5000703)",25.0239154, 121.5000703
2018/4/8 17:01,交通號誌異常,士林區,"(25.0950492, 121.5246077)",25.0950492, 121.5246077
2018/4/8 17:05,雨水下水道側溝清淤,北投區吉利街369巷25弄,"(25.1182744, 121.5119876)",25.1182744, 121.5119876
2018/4/8 17:05,雨水下水道側溝清淤,北投區石牌路一段71巷,"(25.1140958, 121.5110487)",25.1140958, 121.5110487
2018/4/8 17:06,鄰里無主垃圾清運,中山區中山北路二段39巷,"(25.0539513, 121.5241555)",25.0539513, 121.5241555
2018/4/8 17:16,路燈故障或設施損壞,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2018/4/8 17:19,鄰里無主垃圾清運,大安區敦化南路一段161巷,"(25.0435109, 121.5507921)",25.0435109, 121.5507921
2018/4/8 17:19,路燈故障或設施損壞,內湖區內湖路一段91巷,"(25.0882537, 121.5626339)",25.0882537, 121.5626339
2018/4/8 17:46,人孔蓋(含周邊)破損、遺失處?,信義區,"(25.0287024, 121.5769572)",25.0287024, 121.5769572
2018/4/8 18:41,路燈故障或設施損壞,萬華區艋舺大道68巷,"(25.0330455, 121.5036003)",25.0330455, 121.5036003
2018/4/8 18:42,交通標誌及設施物損壞(含汙損)、傾斜,士林區建業路11巷,"(25.1359709, 121.5474534)",25.1359709, 121.5474534
2018/4/8 18:49,鄰里無主垃圾清運,大安區仁愛路三段5巷,"(25.0392215, 121.5334437)",25.0392215, 121.5334437
2018/4/8 18:50,路燈故障或設施損壞,北投區中央北路四段,"(25.1298722, 121.4715223)",25.1298722, 121.4715223
2018/4/8 18:59,路燈故障或設施損壞,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2018/4/8 18:59,路燈故障或設施損壞,內湖區康樂街72巷17弄,"(25.0711131, 121.6172186)",25.0711131, 121.6172186
2018/4/8 19:05,路燈故障或設施損壞,內湖區大湖山莊街219巷,"(25.0891737, 121.5997677)",25.0891737, 121.5997677
2018/4/8 19:24,交通標誌及設施物損壞(含汙損)、傾斜,內湖區,"(25.0689422, 121.5909027)",25.0689422, 121.5909027
2018/4/8 19:31,路燈故障或設施損壞,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2018/4/8 19:29,路燈故障或設施損壞,南港區,"(25.0312347, 121.6111949)",25.0312347, 121.6111949
2018/4/8 19:41,路燈故障或設施損壞,內湖區康樂街72巷17弄,"(25.0711131, 121.6172186)",25.0711131, 121.6172186
2018/4/8 20:02,路燈故障或設施損壞,文山區,"(24.9929212, 121.57125)",24.9929212, 121.57125
2018/4/8 20:10,鄰里無主垃圾清運,大同區,"(25.0627243, 121.5113064)",25.0627243, 121.5113064
,,,,,
,,,,,
,,,,,
,,,,,
2018/4/8 20:26,路燈故障或設施損壞,文山區新光路二段,"(24.9995277, 121.5865849)",24.9995277, 121.5865849
2018/4/8 20:28,路燈故障或設施損壞,內湖區康樂街72巷17弄,"(25.0711131, 121.6172186)",25.0711131, 121.6172186
2018/4/8 20:30,路燈故障或設施損壞,文山區木柵路五段,"(25.0023459, 121.5879485)",25.0023459, 121.5879485
2018/4/8 21:23,路燈故障或設施損壞,內湖區大湖山莊街219巷,"(25.0891737, 121.5997677)",25.0891737, 121.5997677
2018/4/8 21:52,路燈故障或設施損壞,文山區新光路二段,"(24.9995277, 121.5865849)",24.9995277, 121.5865849
2018/4/8 21:55,路燈故障或設施損壞,文山區,"(24.9929212, 121.57125)",24.9929212, 121.57125
2018/4/8 22:04,交通號誌電纜線垂落及設施損壞,信義區,"(25.0287024, 121.5769572)",25.0287024, 121.5769572
2018/4/8 23:23,人孔蓋(含周邊)破損、遺失處?,文山區,"(24.9929212, 121.57125)",24.9929212, 121.57125
2018/4/9 01:32,路燈故障或設施損壞,萬華區,"(25.0262857, 121.4970294)",25.0262857, 121.4970294
2018/4/9 06:54,路樹處理,士林區仰德大道三段,"(25.1215194, 121.5525082)",25.1215194, 121.5525082
2018/4/9 07:38,交通號誌異常,南港區舊莊街一段,"(25.0397311, 121.6205416)",25.0397311, 121.6205416
2018/4/9 07:44,鄰里無主垃圾清運,士林區中山北路七段190巷3弄,"(25.1251806, 121.5332601)",25.1251806, 121.5332601
2018/4/9 08:03,鄰里無主垃圾清運,北投區光明路72巷24弄,"(25.1323328, 121.5004467)",25.1323328, 121.5004467
2018/4/9 08:40,路燈故障或設施損壞,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2018/4/9 09:03,路樹處理,大安區仁愛路三段,"(25.0379806, 121.5383803)",25.0379806, 121.5383803
2018/4/9 09:19,交通標誌及設施物損壞(含汙損)、傾斜,大安區光復南路420巷,"(25.0364645, 121.5562963)",25.0364645, 121.5562963
2018/4/9 09:47,雨水下水道側溝清淤,北投區行義路154巷19弄,"(25.1308929, 121.5297901)",25.1308929, 121.5297901
2018/4/9 09:46,鄰里無主垃圾清運,中山區龍江路345巷,"(25.0633907, 121.54092)",25.0633907, 121.54092
2018/4/9 09:47,路燈故障或設施損壞,文山區新光路二段,"(24.9995277, 121.5865849)",24.9995277, 121.5865849
2018/4/9 09:58,交通號誌異常,內湖區成功路五段,"(25.0786389, 121.6070576)",25.0786389, 121.6070576
2018/4/9 09:58,路燈故障或設施損壞,中山區農安街9號,"(25.0651017, 121.5233558)",25.0651017, 121.5233558
2018/4/9 10:01,鄰里無主垃圾清運,中山區民族東路230號,"(25.0681365, 121.5319232)",25.0681365, 121.5319232
2018/4/9 10:07,鄰里無主垃圾清運,松山區寶清街30巷,"(25.0519226, 121.5676362)",25.0519226, 121.5676362
2018/4/9 10:15,路燈故障或設施損壞,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2018/4/9 10:20,交通號誌異常,松山區健康路,"(25.0539713, 121.5614138)",25.0539713, 121.5614138
2018/4/9 10:41,雨水下水道側溝清淤,北投區吉利街369巷25弄,"(25.1182744, 121.5119876)",25.1182744, 121.5119876
2018/4/9 10:57,路燈故障或設施損壞,士林區平菁街,"(25.1307041, 121.5730699)",25.1307041, 121.5730699
2018/4/9 11:06,雨水下水道側溝清淤,大安區仁愛路三段,"(25.0379806, 121.5383803)",25.0379806, 121.5383803
2018/4/9 11:23,路燈故障或設施損壞,中山區北安路821巷,"(25.0851924, 121.556377)",25.0851924, 121.556377
2018/4/9 12:07,路燈故障或設施損壞,大同區,"(25.0627243, 121.5113064)",25.0627243, 121.5113064
2018/4/9 12:17,交通標誌及設施物損壞(含汙損)、傾斜,內湖區臺北市內湖區康寧路3段75巷218弄口。,"(25.0809074, 121.5973177)",25.0809074, 121.5973177
2018/4/9 12:30,鄰里無主垃圾清運,中山區吉林路,"(25.0581536, 121.5302038)",25.0581536, 121.5302038
,,,,,
,,,,,
,,,,,
,,,,,
2018/4/9 13:19,交通號誌電纜線垂落及設施損壞,大安區基隆路二段,"(25.0265017, 121.5549242)",25.0265017, 121.5549242
2018/4/9 13:30,路燈故障或設施損壞,北投區,"(25.1151759, 121.515018)",25.1151759, 121.515018
2018/4/9 13:36,鄰里無主垃圾清運,北投區台北市北投區杏林一路3號,"(25.1407701, 121.4989621)",25.1407701, 121.4989621
2018/4/9 13:57,鄰里無主垃圾清運,中山區林森北路67巷,"(25.0481817, 121.5266065)",25.0481817, 121.5266065
2018/4/9 13:59,路燈故障或設施損壞,大同區,"(25.0627243, 121.5113064)",25.0627243, 121.5113064
2018/4/9 15:00,鄰里無主垃圾清運,信義區110台北市信義區忠孝東路五段423巷1號,"(25.041311, 121.5752616)",25.041311, 121.5752616
2018/4/9 15:02,鄰里無主垃圾清運,文山區,"(24.9929212, 121.57125)",24.9929212, 121.57125
2018/4/9 15:05,雨水下水道側溝清淤,大安區敦化南路一段177巷12弄,"(25.0428665, 121.5498511)",25.0428665, 121.5498511
2018/4/9 15:09,橋梁、隧道、車(人)行地下道及涵洞積淹水,內湖區康寧路3段105號,"(25.0713228, 121.610761)",25.0713228, 121.610761
2018/4/9 15:14,橋梁、隧道、車(人)行地下道及涵洞積淹水,內湖區康寧路三段105號,"(25.0713228, 121.610761)",25.0713228, 121.610761
2018/4/9 15:18,雨水下水道側溝清淤,信義區光復南路,"(25.0393159, 121.5576708)",25.0393159, 121.5576708
2018/4/9 15:19,路燈故障或設施損壞,大安區金華街,"(25.0300708, 121.5276159)",25.0300708, 121.5276159
2018/4/9 15:23,雨水下水道側溝清淤,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2018/4/9 15:34,雨水下水道側溝清淤,大同區甘谷街,"(25.0528199, 121.5109208)",25.0528199, 121.5109208
2018/4/9 15:34,雨水下水道側溝清淤,松山區南京東路四段133巷,"(25.0526853, 121.5551236)",25.0526853, 121.5551236
2018/4/9 15:40,交通標誌及設施物損壞(含汙損)、傾斜,北投區,"(25.1151759, 121.515018)",25.1151759, 121.515018
2018/4/9 15:45,交通標誌及設施物損壞(含汙損)、傾斜,北投區石牌路二段315巷10弄,"(25.122698, 121.5229079)",25.122698, 121.5229079
2018/4/9 15:45,鄰里無主垃圾清運,中山區錦州街,"(25.06039, 121.5337798)",25.06039, 121.5337798
2018/4/9 15:55,交通號誌異常,中山區吉林路,"(25.0581536, 121.5302038)",25.0581536, 121.5302038
2018/4/9 15:59,鄰里無主垃圾清運,內湖區成功路二段,"(25.0680921, 121.590726)",25.0680921, 121.590726
2018/4/9 16:06,鄰里無主垃圾清運,信義區光復南路443巷,"(25.0355695, 121.5583957)",25.0355695, 121.5583957
2018/4/9 16:40,人孔蓋(含周邊)破損、遺失處?,信義區,"(25.0287024, 121.5769572)",25.0287024, 121.5769572
2018/4/9 16:57,鄰里無主垃圾清運,松山區撫遠街,"(25.0644609, 121.5657902)",25.0644609, 121.5657902
2018/4/9 17:03,雨水下水道側溝清淤,北投區北投區新民路31號,"(25.140103, 121.508692)",25.140103, 121.508692
2018/4/9 17:08,鄰里無主垃圾清運,大安區忠孝東路四段205巷29弄,"(25.0431158, 121.5523521)",25.0431158, 121.5523521
2018/4/9 17:11,鄰里無主垃圾清運,文山區,"(24.9929212, 121.57125)",24.9929212, 121.57125
2018/4/9 17:14,人孔蓋(含周邊)破損、遺失處?,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2018/4/9 17:25,交通標誌及設施物損壞(含汙損)、傾斜,信義區110台灣台北市大安區基隆路二段144巷5號,"(25.0283434, 121.5561861)",25.0283434, 121.5561861
2018/4/9 17:33,鄰里無主垃圾清運,大安區忠孝東路四段205巷29弄,"(25.0431158, 121.5523521)",25.0431158, 121.5523521
2018/4/9 17:41,鄰里無主垃圾清運,信義區吳興街394巷,"(25.0244748, 121.56629)",25.0244748, 121.56629
,,,,,
,,,,,
,,,,,
,,,,,
2018/4/9 17:44,路燈故障或設施損壞,士林區東山路,"(25.1142787, 121.5391867)",25.1142787, 121.5391867
2018/4/9 17:44,鄰里無主垃圾清運,士林區基河路,"(25.0913402, 121.5215319)",25.0913402, 121.5215319
2018/4/9 17:57,交通標誌及設施物損壞(含汙損)、傾斜,信義區忠孝東路四段553巷,"(25.0427121, 121.562766)",25.0427121, 121.562766
2018/4/9 17:59,鄰里無主垃圾清運,文山區景福街223巷,"(24.9944946, 121.5384677)",24.9944946, 121.5384677
2018/4/9 18:35,雨水下水道側溝清淤,大安區泰順街26巷,"(25.0250963, 121.5308621)",25.0250963, 121.5308621
2018/4/9 19:03,交通號誌異常,內湖區成功路五段,"(25.0786389, 121.6070576)",25.0786389, 121.6070576
2018/4/9 19:05,路燈故障或設施損壞,文山區辛亥路七段76巷,"(24.9819702, 121.5537086)",24.9819702, 121.5537086
2018/4/9 19:08,鄰里無主垃圾清運,信義區吳興街284巷22弄,"(25.0241968, 121.5624122)",25.0241968, 121.5624122
2018/4/9 19:19,路燈故障或設施損壞,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2018/4/9 19:33,鄰里無主垃圾清運,大安區忠孝東路四段,"(25.0413538, 121.5540687)",25.0413538, 121.5540687
2018/4/9 19:36,交通號誌異常,內湖區成功路五段,"(25.0786389, 121.6070576)",25.0786389, 121.6070576
2018/4/9 19:37,鄰里無主垃圾清運,萬華區萬華區成都路17號,"(25.042592, 121.507118)",25.042592, 121.507118
2018/4/9 19:46,交通號誌異常,內湖區,"(25.0689422, 121.5909027)",25.0689422, 121.5909027
2018/4/9 19:52,路燈故障或設施損壞,北投區公?路,"(25.1798029, 121.5437389)",25.1798029, 121.5437389
2018/4/9 19:58,路燈故障或設施損壞,文山區辛亥路七段69巷,"(24.9824583, 121.5543024)",24.9824583, 121.5543024
2018/4/9 20:18,雨水下水道側溝清淤,中山區中山北路二段,"(25.0581409, 121.5227519)",25.0581409, 121.5227519
2018/4/9 20:21,雨水下水道側溝清淤,中山區中山北路二段,"(25.0581409, 121.5227519)",25.0581409, 121.5227519
2018/4/9 20:59,雨水下水道側溝清淤,萬華區內江街,"(25.0416012, 121.5035352)",25.0416012, 121.5035352
2018/4/9 21:02,路燈故障或設施損壞,文山區辛亥路七段69巷,"(24.9824583, 121.5543024)",24.9824583, 121.5543024
2018/4/9 21:04,路燈故障或設施損壞,文山區辛亥路七段69巷,"(24.9824583, 121.5543024)",24.9824583, 121.5543024
2018/4/9 21:14,路燈故障或設施損壞,內湖區內湖區康樂街267號,"(25.0890989, 121.622001)",25.0890989, 121.622001
2018/4/9 21:33,路燈故障或設施損壞,內湖區內湖路三段348巷,"(25.0908396, 121.5829851)",25.0908396, 121.5829851
2018/4/9 21:49,鄰里無主垃圾清運,北投區溫泉路銀光巷,"(25.1363428, 121.5145761)",25.1363428, 121.5145761
2018/4/9 21:53,鄰里無主垃圾清運,內湖區內湖路三段59巷7弄,"(25.085866, 121.591936)",25.085866, 121.591936
2018/4/9 22:06,路燈故障或設施損壞,中山區復興北路,"(25.0570525, 121.5442302)",25.0570525, 121.5442302
2018/4/9 22:09,路燈故障或設施損壞,中山區民權東路三段60巷3弄,"(25.0614096, 121.5434549)",25.0614096, 121.5434549
2018/4/9 22:29,鄰里無主垃圾清運,中正區羅斯福路三段244巷,"(25.0168848, 121.5309426)",25.0168848, 121.5309426
2018/4/9 22:47,鄰里無主垃圾清運,北投區中央南路二段,"(25.1242763, 121.5002427)",25.1242763, 121.5002427
2018/4/9 22:56,交通號誌異常,內湖區成功路五段,"(25.0786389, 121.6070576)",25.0786389, 121.6070576
2018/4/10 00:14,路燈故障或設施損壞,中山區中山北路一段,"(25.0489166, 121.5210158)",25.0489166, 121.5210158
2018/4/10 00:34,路燈故障或設施損壞,中山區中山北路二段65巷2弄,"(25.0566757, 121.5246126)",25.0566757, 121.5246126
2018/4/10 01:10,雨水下水道側溝清淤,北投區公?路,"(25.1798029, 121.5437389)",25.1798029, 121.5437389
,,,,,
,,,,,
2018/4/10 06:54,鄰里無主垃圾清運,士林區中山北路六段290巷,"(25.1095438, 121.526591)",25.1095438, 121.526591
2018/4/10 07:07,交通號誌異常,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2018/4/10 07:37,交通號誌異常,內湖區,"(25.0689422, 121.5909027)",25.0689422, 121.5909027
2018/4/10 07:42,鄰里無主垃圾清運,松山區,"(25.0541591, 121.5638621)",25.0541591, 121.5638621
2018/4/10 07:47,交通標誌及設施物損壞(含汙損)、傾斜,萬華區萬大路486巷,"(25.0202922, 121.4961839)",25.0202922, 121.4961839
2018/4/10 07:57,鄰里無主垃圾清運,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2018/4/10 08:04,交通號誌異常,松山區民族東路,"(25.0663033, 121.5443871)",25.0663033, 121.5443871
2018/4/10 08:20,路燈故障或設施損壞,大同區,"(25.0627243, 121.5113064)",25.0627243, 121.5113064
2018/4/10 08:23,鄰里無主垃圾清運,南港區研究院路四段,"(25.018767, 121.5927334)",25.018767, 121.5927334
2018/4/10 08:24,鄰里無主垃圾清運,信義區松山路465巷,"(25.040003, 121.579156)",25.040003, 121.579156
2018/4/10 08:28,交通號誌異常,松山區,"(25.0541591, 121.5638621)",25.0541591, 121.5638621
2018/4/10 08:28,交通標誌及設施物損壞(含汙損)、傾斜,內湖區,"(25.0689422, 121.5909027)",25.0689422, 121.5909027
2018/4/10 08:31,交通標誌及設施物損壞(含汙損)、傾斜,內湖區,"(25.0689422, 121.5909027)",25.0689422, 121.5909027
2018/4/10 08:44,交通號誌異常,內湖區,"(25.0689422, 121.5909027)",25.0689422, 121.5909027
2018/4/10 08:44,鄰里無主垃圾清運,內湖區康樂街61巷73弄18號,"(25.0703155, 121.6203426)",25.0703155, 121.6203426
2018/4/10 08:46,交通號誌異常,內湖區,"(25.0689422, 121.5909027)",25.0689422, 121.5909027
2018/4/10 08:46,鄰里無主垃圾清運,內湖區康樂街61巷73弄4號,"(25.0703305, 121.619868)",25.0703305, 121.619868
2018/4/10 09:00,鄰里無主垃圾清運,士林區社中街156巷,"(25.0912484, 121.509505)",25.0912484, 121.509505
2018/4/10 09:14,交通號誌異常,北投區,"(25.1151759, 121.515018)",25.1151759, 121.515018
2018/4/10 09:31,雨水下水道側溝清淤,中山區松江路184巷,"(25.0564734, 121.5319579)",25.0564734, 121.5319579
2018/4/10 09:35,鄰里無主垃圾清運,大安區通化街173巷,"(25.0278031, 121.5537494)",25.0278031, 121.5537494
2018/4/10 09:34,人孔蓋(含周邊)破損、遺失處?,萬華區昆明街98號,"(25.0444437, 121.5050636)",25.0444437, 121.5050636
2018/4/10 10:03,鄰里無主垃圾清運,萬華區西昌街,"(25.0401628, 121.5006768)",25.0401628, 121.5006768
2018/4/10 10:04,交通標誌及設施物損壞(含汙損)、傾斜,內湖區麗山國中,"(25.0816165, 121.5756877)",25.0816165, 121.5756877
2018/4/10 10:20,鄰里無主垃圾清運,中山區民權東路三段60巷13弄,"(25.060697, 121.5423866)",25.060697, 121.5423866
2018/4/10 10:33,交通號誌電纜線垂落及設施損壞,大同區重慶北路3段273號,"(25.0722524, 121.5140253)",25.0722524, 121.5140253
2018/4/10 10:52,鄰里無主垃圾清運,萬華區中華路二段364巷24弄,"(25.028929, 121.5038376)",25.028929, 121.5038376
2018/4/10 11:13,路樹處理,士林區仰德大道三段,"(25.1215194, 121.5525082)",25.1215194, 121.5525082
2018/4/10 11:30,交通標誌及設施物損壞(含汙損)、傾斜,士林區,"(25.0950492, 121.5246077)",25.0950492, 121.5246077
2018/4/10 11:40,路燈故障或設施損壞,信義區松山路,"(25.0365045, 121.5814554)",25.0365045, 121.5814554
2018/4/10 11:43,路燈故障或設施損壞,北投區石牌路二段99巷,"(25.117895, 121.5167167)",25.117895, 121.5167167
2018/4/10 11:43,鄰里無主垃圾清運,內湖區,"(25.0689422, 121.5909027)",25.0689422, 121.5909027
,,,,,
,,,,,
,,,,,
,,,,,
2018/4/10 11:44,雨水下水道側溝清淤,內湖區台北市內湖區文德路22巷44弄,"(25.0760494, 121.5810977)",25.0760494, 121.5810977
2018/4/10 12:38,鄰里無主垃圾清運,中正區北平西路,"(25.0473732, 121.5161014)",25.0473732, 121.5161014
2018/4/10 12:44,雨水下水道側溝清淤,士林區社正路,"(25.0888454, 121.5097468)",25.0888454, 121.5097468
2018/4/10 12:55,路燈故障或設施損壞,北投區東華街二段,"(25.1204113, 121.5095756)",25.1204113, 121.5095756
2018/4/10 13:13,路樹處理,中山區台北市中山區北安路759巷口,"(25.0862508, 121.5534058)",25.0862508, 121.5534058
2018/4/10 13:23,交通號誌異常,南港區南港路一段,"(25.0551417, 121.6139671)",25.0551417, 121.6139671
2018/4/10 13:23,路燈故障或設施損壞,內湖區114台灣台北市內湖區康寧路三段245巷46號,"(25.0664456, 121.6127549)",25.0664456, 121.6127549
2018/4/10 13:30,人孔蓋(含周邊)破損、遺失處?,南港區南港路一段,"(25.0551417, 121.6139671)",25.0551417, 121.6139671
2018/4/10 14:05,鄰里無主垃圾清運,中山區吉林路199巷,"(25.0599117, 121.5316673)",25.0599117, 121.5316673
2018/4/10 14:06,交通標誌及設施物損壞(含汙損)、傾斜,內湖區基十一疏散門,"(25.0589436, 121.5695122)",25.0589436, 121.5695122
2018/4/10 14:20,人孔蓋(含周邊)破損、遺失處?,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2018/4/10 14:56,鄰里無主垃圾清運,中正區汀州路一段306巷,"(25.0263589, 121.5117454)",25.0263589, 121.5117454
2018/4/10 14:57,交通號誌異常,中正區台北市中正區三元街131號,"(25.0283184, 121.511006)",25.0283184, 121.511006
2018/4/10 15:18,鄰里無主垃圾清運,中山區大直街,"(25.0821071, 121.5463923)",25.0821071, 121.5463923
